district_label_post,report_year,title,fund_source,award_date,start_date,completion_date,,,district_label_post_agg,award_date_txt,start_date_txt,completion_date_txt
Accra Metropolitan Assembly,2011,"PIGFARM, 20-SEATER WC PUBLIC TOILETS",igf,1/8/2010,,,,,Accra Metropolitan Assembly,2010-01-08,,
Accra Metropolitan Assembly,2011,"KWAOTSURU (INITIAL SITE AT AYIDIKI REPLACED DUE TO LITIGATION), 20 SEATER WC PUBLIC TOILETS",igf,8/15/2010,,,,,Accra Metropolitan Assembly,2010-08-15,,
Accra Metropolitan Assembly,2011,"KAAJAANO, 20-SEATER WC PUBLIC TOILETS",igf,8/5/2010,,,,,Accra Metropolitan Assembly,2010-08-05,,
Accra Metropolitan Assembly,2011,"LA CLUSTER OF SCHOOLS (WIRELESS), 20-SEATER WC PUBLIC TOILETS",igf,8/15/2010,,,,,Accra Metropolitan Assembly,2010-08-15,,
Accra Metropolitan Assembly,2011,"JOMO (SOULA EST), 20-SEATER WC PUBLIC TOILETS",igf,8/5/2010,,,,,Accra Metropolitan Assembly,2010-08-05,,
Accra Metropolitan Assembly,2011,CONTRACT FOR THE REPLACEMENT OF SEPTIC TANK FOR THE LA BAWALESHIE PUBLIC TOILET IN AYAWASO WEST WUOGON CONSTITUENCY,igf,7/14/2010,,,,,Accra Metropolitan Assembly,2010-07-14,,
Accra Metropolitan Assembly,2011,"CONSTRACT FOR THE INSTALLATION OF LIGHTS AT ABOTSIMAN, LA BAWALESHIE AND MMEMPEASEM PUBLIC TOILETS IN AYAWASO WEST WUOGON CONSTITUENCY",igf,7/14/2010,,,,,Accra Metropolitan Assembly,2010-07-14,,
Accra Metropolitan Assembly,2011,"RIDGE HOSPITAL, 20-SEATER WC PUBLIC TOILETS",igf,1/28/2011,,,,,Accra Metropolitan Assembly,2011-01-28,,
Accra Metropolitan Assembly,2011,SUPPLY WATER TO COMMUNITIES FACING ACUTE WATER SHORTAGE,igf,Jan-11,,,,,Accra Metropolitan Assembly,2011-01-01,,
Accra Metropolitan Assembly,2011,CONSTRUCT 4NO. CONCRETE PLATFORM FOR POLY TANKS AT LA-SUB METRO,igf,Jan-11,,,,,Accra Metropolitan Assembly,2011-01-01,,
Accra Metropolitan Assembly,2011,CONSTRUCT 14 SEATER WC TOILET FACILITY AT LA,igf,Apr-11,,,,,Accra Metropolitan Assembly,2011-04-01,,
Accra Metropolitan Assembly,2011,CONSTRUCT 4 UNIT SOLID WASTE COLLECTION SITES AT OSU KLOTTEY,igf,Mar-11,,,,,Accra Metropolitan Assembly,2011-03-01,,
Accra Metropolitan Assembly,2011,REHABILITATE TOILET AND MARKET FACILITY,igf,Jan-11,,,,,Accra Metropolitan Assembly,2011-01-01,,
Accra Metropolitan Assembly,2011,REHABILITATE 3NO. PUBLIC TOILET FACILITY,igf,May-11,,,,,Accra Metropolitan Assembly,2011-05-01,,
Accra Metropolitan Assembly,2011,REHABILITATE PUBLIC TOILET FACILITY,igf,Aug-11,,,,,Accra Metropolitan Assembly,2011-08-01,,
Accra Metropolitan Assembly,2011,IMPROVE 1 TOILET FACILITY,igf,Oct-11,,,,,Accra Metropolitan Assembly,2011-10-01,,
Accra Metropolitan Assembly,2011,IMPROVE ONE TOILET FACILITY,igf,Apr-11,,,,,Accra Metropolitan Assembly,2011-04-01,,
Accra Metropolitan Assembly,2011,REHABILITATE AND CONSTRUCT 2 PUBLIC TOILETS,igf,Mar-11,,,,,Accra Metropolitan Assembly,2011-03-01,,
Accra Metropolitan Assembly,2011,ACQUIRE AND MANAGE LANDFILL SITE,igf,Feb-11,,,,,Accra Metropolitan Assembly,2011-02-01,,
Accra Metropolitan Assembly,2011,COLLECT SOLID WASTE,igf,Jan-11,,,,,Accra Metropolitan Assembly,2011-01-01,,
Accra Metropolitan Assembly,2011,UNDERTAKE WASTE TO ENERGY PROJECT,igf,Jan-11,,,,,Accra Metropolitan Assembly,2011-01-01,,
Accra Metropolitan Assembly,2011,MAINTAIN AND DISTIL 23.30KM OF DRAINS,igf,Jul-11,,,,,Accra Metropolitan Assembly,2011-07-01,,
Accra Metropolitan Assembly,2011,MAINTAIN AND DISTIL 10KM OF DRAINS,igf,Apr-11,,,,,Accra Metropolitan Assembly,2011-04-01,,
Accra Metropolitan Assembly,2011,MAINTAIN AND DISILT 12.17KM OF DRAINS,igf,Jul-11,,,,,Accra Metropolitan Assembly,2011-07-01,,
Accra Metropolitan Assembly,2011,MAMINTAIN AND DISTILT 65.50KM DRAINS,igf,Jan-11,,,,,Accra Metropolitan Assembly,2011-01-01,,
Accra Metropolitan Assembly,2011,DEMOLISH A 10NO. OLD TOILET,igf,Jul-11,,,,,Accra Metropolitan Assembly,2011-07-01,,
Accra Metropolitan Assembly,2011,REHABILITATE 10NO. TOILET,igf,Jan-11,,,,,Accra Metropolitan Assembly,2011-01-01,,
Accra Metropolitan Assembly,2011,DRILLING OF 5NO. BOREHOLE FOR PROVIDE WATER FOR TOILET FACILITIES,igf,Jan-11,,,,,Accra Metropolitan Assembly,2011-01-01,,
Accra Metropolitan Assembly,2011,GRAVELLING WORKS NEW ABOSSEY OKAI STREET,road fund,1/4/2011,,,,,Accra Metropolitan Assembly,2011-01-04,,
Accra Metropolitan Assembly,2011,GRAVELLING WORKS DZAGBELE STREET,road fund,,,,,,Accra Metropolitan Assembly,,,
Accra Metropolitan Assembly,2011,GRAVELLING OF OLD CEMETARY ROAD (CHD+ 400-0+650),road fund,1/4/2011,,,,,Accra Metropolitan Assembly,2011-01-04,,
Accra Metropolitan Assembly,2011,GRAVELLING OLD CEMETARY ROAD,road fund,1/4/2011,,,,,Accra Metropolitan Assembly,2011-01-04,,
Accra Metropolitan Assembly,2011,GRAVELLING OF CULVERT APPLICATION ON KAE BLIE KIAER,road fund,7/12/2011,,,,,Accra Metropolitan Assembly,2011-07-12,,
Accra Metropolitan Assembly,2011,FINAL COMPLETION INSPECTION GRAVELLING OF ODORNA MARKET,road fund,7/12/2011,,,,,Accra Metropolitan Assembly,2011-07-12,,
Accra Metropolitan Assembly,2011,PAVING WORKS AT ZONGO LANEB PHASE 1,road fund,7/12/2011,,,,,Accra Metropolitan Assembly,2011-07-12,,
Accra Metropolitan Assembly,2011,GRAVELLING OF PORT NOVO STREET (0.50KM) EAST LEGON,road fund,7/12/2011,,,,,Accra Metropolitan Assembly,2011-07-12,,
Accra Metropolitan Assembly,2011,GRAVELLING OF NII ARYEE STREET SAKAMAN (560M),road fund,0712/2011,,,,,Accra Metropolitan Assembly,0712/2011,,
Accra Metropolitan Assembly,2011,PAVING WORKS ON KOFI OKU STEET,road fund,7/12/2011,,,,,Accra Metropolitan Assembly,2011-07-12,,
Accra Metropolitan Assembly,2011,GRAVELLING WORKS ON LIBERTY ROAD AND KOJO ASHONG ROAD ALAJO,road fund,7/12/2011,,,,,Accra Metropolitan Assembly,2011-07-12,,
Accra Metropolitan Assembly,2011,CONSTRUCTION OF 0.60 M U DRAINS ALONG MALLAM ABASS STREET (RHS) FADAMA,road fund,1/4/2011,,,,,Accra Metropolitan Assembly,2011-01-04,,
Accra Metropolitan Assembly,2011,RESURFACING OF KOTIE STREET (GH:0+300-0+600) DARKUMAN,road fund,1/4/2011,,,,,Accra Metropolitan Assembly,2011-01-04,,
Accra Metropolitan Assembly,2011,GRAVELLING OF PRESBY SCHOOL ROAD-ABOFU AND GRAVELLING OF OVER STREET-NII BOIMAN,road fund,1/4/2011,,,,,Accra Metropolitan Assembly,2011-01-04,,
Accra Metropolitan Assembly,2011,FINAL INSPECTION GRAVELLING OF ONYANKOE STREET-ABOFU LAPAZ TROTRO STATION ROAD-NII BOIMAN,road fund,3/18/2011,,,,,Accra Metropolitan Assembly,2011-03-18,,
Accra Metropolitan Assembly,2011,GRAVELLING OF AKOTO STREET FINAL COMPLITION INSPECTION,road fund,3/18/2011,,,,,Accra Metropolitan Assembly,2011-03-18,,
Accra Metropolitan Assembly,2011,ROADLINE MARKING AND RUMBLESTRIPS ON SELECETED ROADS IN ACCRA,road fund,3/18/2011,,,,,Accra Metropolitan Assembly,2011-03-18,,
Accra Metropolitan Assembly,2011,PAVING WORKS ON LAGOON STREET,road fund,3/16/2011,,,,,Accra Metropolitan Assembly,2011-03-16,,
Accra Metropolitan Assembly,2011,GRAVELLING OF OBUTU STREET NEW TOWN,road fund,3/20/2011,,,,,Accra Metropolitan Assembly,2011-03-20,,
Accra Metropolitan Assembly,2011,GRAVELLING OF ABOTRE STREET LAPAZ (032 KM),road fund,3/31/2011,,,,,Accra Metropolitan Assembly,2011-03-31,,
Accra Metropolitan Assembly,2011,CONSTRUCTION OF ACCESS ROADS TO SABAH DUMP SITE OBLOGO,road fund,3/20/2011,,,,,Accra Metropolitan Assembly,2011-03-20,,
Accra Metropolitan Assembly,2011,GRAVELLING OF WOOD STREET SABON ZONGO (0.5KM),road fund,3/15/2011,,,,,Accra Metropolitan Assembly,2011-03-15,,
Accra Metropolitan Assembly,2011,RESURFACING OF APRATRANUM STREEET (CH 0+300-0+600),road fund,3/10/2011,,,,,Accra Metropolitan Assembly,2011-03-10,,
Accra Metropolitan Assembly,2011,PAVING WORKS AROUND ASAFOATSE NETTEY STREET PHI,road fund,7/12/2011,,,,,Accra Metropolitan Assembly,2011-07-12,,
Accra Metropolitan Assembly,2011,GRAVELLING WORKS ON GBENE STREET-KOTOBABI (CHAINAGE 0+000-0+500),road fund,7/15/2011,,,,,Accra Metropolitan Assembly,2011-07-15,,
Accra Metropolitan Assembly,2011,GRAVELLING WORKS ON 4TH STREET EXTENSION MEMPEASEM (0.80KM),road fund,7/19/2011,,,,,Accra Metropolitan Assembly,2011-07-19,,
Accra Metropolitan Assembly,2011,GRAVELLING OF SELECTED ROADS IN EAST LAGOON,road fund,7/22/2011,,,,,Accra Metropolitan Assembly,2011-07-22,,
Accra Metropolitan Assembly,2011,CONSTRUCTION OF (2X1.6) M BOX CULVERT AND (23X2) STORM DRAIN ON DADEBAN ROAD,road fund,7/4/2011,,,,,Accra Metropolitan Assembly,2011-07-04,,
Accra Metropolitan Assembly,2011,GRAVELLING OF 2ND AND 3RD KWABEI STREET AND YARBOI CRSENT MAAMOBI,road fund,7/8/2011,,,,,Accra Metropolitan Assembly,2011-07-08,,
Accra Metropolitan Assembly,2011,GRAVELLING OF MARCUS STREET NEW TOWN,road fund,7/4/2011,,,,,Accra Metropolitan Assembly,2011-07-04,,
Accra Metropolitan Assembly,2011,RESURFACING OF APRATRANUM STREET (CH0+0000+300),road fund,7/4/2011,,,,,Accra Metropolitan Assembly,2011-07-04,,
Accra Metropolitan Assembly,2011,RESURFACING OF APRATRANUM STREET (CH0+900-1+200),road fund,7/4/2011,,,,,Accra Metropolitan Assembly,2011-07-04,,
Accra Metropolitan Assembly,2011,GRAVELLING WORKS ON 4TH STREET EXTENTION-MEPEASEM (0.53KM),road fund,7/30/2011,,,,,Accra Metropolitan Assembly,2011-07-30,,
Accra Metropolitan Assembly,2011,RESURFACING OF APRATRANUM STREET (CH:0+600-0+900),road fund,Oct-11,,,,,Accra Metropolitan Assembly,2011-10-01,,
Accra Metropolitan Assembly,2011,"CONSTRUCTION OF 17 NO. SPEED HUMPS AT LA, OSU & ASHEIDU KETEKE",road fund,Oct-11,,,,,Accra Metropolitan Assembly,2011-10-01,,
Accra Metropolitan Assembly,2011,GRAVELLING OF NOER STREET-NII BOIMAN (0.95KM) RELEASE OF RETENTION,road fund,Oct-11,,,,,Accra Metropolitan Assembly,2011-10-01,,
Accra Metropolitan Assembly,2011,GRAVELLING OF LAPAZ TROTRO STATION AREA ROADS-NII BOIMAN RELEASE OF RETENTION,road fund,Sep-11,,,,,Accra Metropolitan Assembly,2011-09-01,,
Accra Metropolitan Assembly,2011,GRAVELLING OF PRESBY AREA ROAD-ABOFU RELEASE OF RETENTION,road fund,Sep-11,,,,,Accra Metropolitan Assembly,2011-09-01,,
Accra Metropolitan Assembly,2011,GRAVELLING OF BAMBOOSA STREET-ABLEKUMA SOUTH (0.5KM),road fund,Sep-11,,,,,Accra Metropolitan Assembly,2011-09-01,,
Accra Metropolitan Assembly,2011,GRAVELLING WORKS ON PALACE LINKS (0.60KM,road fund,Sep-11,,,,,Accra Metropolitan Assembly,2011-09-01,,
Accra Metropolitan Assembly,2011,GRAVELLING OF BILL COSE AND NII OCQUAYE STREET EAST LEGON,road fund,Sep-11,,,,,Accra Metropolitan Assembly,2011-09-01,,
Accra Metropolitan Assembly,2011,GRAVELLING WORK ON OPINTINSE AVENUE (0.6KM),road fund,Sep-11,,,,,Accra Metropolitan Assembly,2011-09-01,,
Accra Metropolitan Assembly,2011,GRAVELLING OF OBLOGO ROAD-OBLOGO,road fund,Sep-11,,,,,Accra Metropolitan Assembly,2011-09-01,,
Accra Metropolitan Assembly,2011,"JUNCTION IMPROVEMENTS, SPEED HUMPS & WALWAY AT LA",road fund,Sep-11,,,,,Accra Metropolitan Assembly,2011-09-01,,
Accra Metropolitan Assembly,2011,GRAVELLING WORKS ON 4TH STREET EXTENSION MEMPEASEM (0.25KM),road fund,Sep-11,,,,,Accra Metropolitan Assembly,2011-09-01,,
Accra Metropolitan Assembly,2011,GRAVELLING OF WORKS ON OGBOJO ROAD-EAST LEGON,road fund,Sep-11,,,,,Accra Metropolitan Assembly,2011-09-01,,
Accra Metropolitan Assembly,2011,GRAVELLING WORKS ON 3RD STREET EXTENTION MEMPEASEM (036KM),road fund,Sep-11,,,,,Accra Metropolitan Assembly,2011-09-01,,
Accra Metropolitan Assembly,2011,REGRAVELLING OF ALUGUITUGUI LINK ROAD-EAST LEGON (0.4KM),road fund,Oct-11,,,,,Accra Metropolitan Assembly,2011-10-01,,
Accra Metropolitan Assembly,2011,GRAVELLING WORK ON AKOTO STREET-ALAJO,road fund,Oct-11,,,,,Accra Metropolitan Assembly,2011-10-01,,
Accra Metropolitan Assembly,2011,GRAVELLING WORK AROUND GOOD SHEPHERD CHURCH (0.57KM)-BUBUASHIE,road fund,Oct-11,,,,,Accra Metropolitan Assembly,2011-10-01,,
Accra Metropolitan Assembly,2011,MECHANICAL SWEEPING OF SELECTED CEREMONIAL ROADS IN ACCRA-FEB 2011,road fund,11/2/2010,,,,,Accra Metropolitan Assembly,2010-11-02,,
Accra Metropolitan Assembly,2011,GRAVELLING WORKS ON OTATEN STREET-ODORKOR,road fund,6/23/2010,,,,,Accra Metropolitan Assembly,2010-06-23,,
Accra Metropolitan Assembly,2011,RESURFACING OF KINSHASHA ROAD (0+000-+250),road fund,4/29/2011,,,,,Accra Metropolitan Assembly,2011-04-29,,
Accra Metropolitan Assembly,2011,RESURFACING OF KINSHASHA ROAD (0+100-0+500),road fund,4/29/2011,,,,,Accra Metropolitan Assembly,2011-04-29,,
Accra Metropolitan Assembly,2011,RESURFACING OF KINSHASHA ROAD (0+500-0+750),road fund,4/29/2011,,,,,Accra Metropolitan Assembly,2011-04-29,,
Accra Metropolitan Assembly,2011,PAVEMENT WORKS AT LATERBIOKORSHIE,road fund,11/2/2010,,,,,Accra Metropolitan Assembly,2010-11-02,,
Accra Metropolitan Assembly,2011,PAVING OF MANDJAANO DURBAN GROUNDS AT LA,road fund,3/30/2010,,,,,Accra Metropolitan Assembly,2010-03-30,,
Accra Metropolitan Assembly,2011,CONSTRUCTION OF 20 NO SPEED HUMPS ON SELECTED LOCATIONS IN ACCRA METROPOLIS,road fund,3/30/2010,,,,,Accra Metropolitan Assembly,2010-03-30,,
Accra Metropolitan Assembly,2011,RESURFACING OF ASAFOATSE YARTEY STREET-SAKAMAN,road fund,11/2/2010,,,,,Accra Metropolitan Assembly,2010-11-02,,
Accra Metropolitan Assembly,2011,RESURFACING OF ALUGUNTUGUI STREET-EAST LEGON (0+000-0+300),road fund,11/25/2010,,,,,Accra Metropolitan Assembly,2010-11-25,,
Accra Metropolitan Assembly,2011,RESURFACING OF ALUGUNTUGUI STREET-EAST LEGON (0+000-0+600),road fund,11/25/2010,,,,,Accra Metropolitan Assembly,2010-11-25,,
Accra Metropolitan Assembly,2011,CONSTRUCTION OF WALKWAY ALONG OSAKUMAN ROAD,road fund,4/14/2011,,,,,Accra Metropolitan Assembly,2011-04-14,,
Accra Metropolitan Assembly,2011,CONSTRUCTION OF 5 NO SPEED HUMPS ON OSTSAHELI STREET-BUBUASHIE,road fund,4/14/2011,,,,,Accra Metropolitan Assembly,2011-04-14,,
Accra Metropolitan Assembly,2011,SUPPLY OF DURABLOCK ON LIBERATION ROAD NEAR AIRPORT,road fund,7/22/2011,,,,,Accra Metropolitan Assembly,2011-07-22,,
Accra Metropolitan Assembly,2011,GRAVELLING WORKS ON NMLENMLETE STREET AND LINK-LARTEBIOKOSHIE,road fund,6/23/2010,,,,,Accra Metropolitan Assembly,2010-06-23,,
Accra Metropolitan Assembly,2011,CONSTRUCTION OF 5NO. SPEED HUMPS AT ODORKOR STREET NEAR WASS SCHOOL,road fund,Aug-11,,,,,Accra Metropolitan Assembly,2011-08-01,,
Accra Metropolitan Assembly,2011,GRAVELLING WORKS ON ASOYELI CRESENT EAST LEGON (0.50KM),road fund,Apr-11,,,,,Accra Metropolitan Assembly,2011-04-01,,
Accra Metropolitan Assembly,2011,GRAVELLING WORKS ON LIBERTY ROAD AND KOJO ASHONG ROAD-ALAJO,road fund,Apr-11,,,,,Accra Metropolitan Assembly,2011-04-01,,
Accra Metropolitan Assembly,2011,GRAVELLING OF OLD CEMETARY ROAD (CH. 0+400-0+650),road fund,Apr-11,,,,,Accra Metropolitan Assembly,2011-04-01,,
Accra Metropolitan Assembly,2011,CONSTRUCTION OF WALKWAY ALONG OSAKUMAN ROAD (OFFICIAL TOWN) 0+125-0+259.6,road fund,Apr-11,,,,,Accra Metropolitan Assembly,2011-04-01,,
Accra Metropolitan Assembly,2011,PAVING WORKS AT AKOTO LANTEY,road fund,Jul-11,,,,,Accra Metropolitan Assembly,2011-07-01,,
Accra Metropolitan Assembly,2011,GRAVELLING WORKS ON 4TH STREET-DARKUMAN,road fund,Apr-11,,,,,Accra Metropolitan Assembly,2011-04-01,,
Accra Metropolitan Assembly,2011,ROADLINE MARKING AND RUMBLE STRIPS ON SELECTED ROADS IN ACCRA,road fund,Jul-11,,,,,Accra Metropolitan Assembly,2011-07-01,,
Accra Metropolitan Assembly,2011,PRUNNING OF TREES ON SELECTED ROADS IN ACCRA,road fund,Apr-11,,,,,Accra Metropolitan Assembly,2011-04-01,,
Accra Metropolitan Assembly,2011,GRAVELLING OF AMA BADUA ROAD (0+00-0+500),road fund,4/14/2011,,,,,Accra Metropolitan Assembly,2011-04-14,,
Accra Metropolitan Assembly,2011,CONSTRUCTION OF 1 NO. LAY BY ON GIFFARD ROAD (TRADE FAIR),road fund,9/27/2011,,,,,Accra Metropolitan Assembly,2011-09-27,,
Accra Metropolitan Assembly,2011,GRAVELLING WORKS AT KINSHASHA AVENUE AND CLOSE,road fund,6/28/2011,,,,,Accra Metropolitan Assembly,2011-06-28,,
Accra Metropolitan Assembly,2011,GRAVELLING WORKS AT DR. TAGOE ROAD-EAST LEGON,road fund,6/28/2011,,,,,Accra Metropolitan Assembly,2011-06-28,,
Accra Metropolitan Assembly,2011,GRAVELLING WORKS AT LUSAKA AVENUE,road fund,6/28/2011,,,,,Accra Metropolitan Assembly,2011-06-28,,
Accra Metropolitan Assembly,2011,RESURFACING OF BINTIN CLOSE (0.27KM),road fund,4/12/2011,,,,,Accra Metropolitan Assembly,2011-04-12,,
Accra Metropolitan Assembly,2011,GRAVELLING WORKS ON BINTIN CLOSE (0.27KM),road fund,10/17/2011,,,,,Accra Metropolitan Assembly,2011-10-17,,
Accra Metropolitan Assembly,2011,GRAVELLING WORKS ON LA BAKERY ROAD-LA (0.55KM),road fund,5/23/2011,,,,,Accra Metropolitan Assembly,2011-05-23,,
Accra Metropolitan Assembly,2011,IMPROVEMENT OF SPEED HUMPS & WALKWAY AT LA,road fund,Apr-11,,,,,Accra Metropolitan Assembly,2011-04-01,,
Accra Metropolitan Assembly,2011,CONSTRUCTION OF 17 NO. SPEED HUMPS AT AYAWASO SUB METRO,road fund,Aug-11,,,,,Accra Metropolitan Assembly,2011-08-01,,
Accra Metropolitan Assembly,2011,CONSTRUCTION OF 17 NO. SPEED HUMPS AT ABLEKUMA SOUTH,road fund,Oct-11,,,,,Accra Metropolitan Assembly,2011-10-01,,
Accra Metropolitan Assembly,2011,PAVING WORKS AT ALL NATIONS PHASE II,road fund,7/13/2011,,,,,Accra Metropolitan Assembly,2011-07-13,,
Accra Metropolitan Assembly,2011,PAVING WORKS OF SHIASHIE DURBAR GROUND-LA,road fund,11/21/2010,,,,,Accra Metropolitan Assembly,2010-11-21,,
Accra Metropolitan Assembly,2011,PROVISION OF PEDESTRIAN HANDRAILS ON LIBERATION ROAD,road fund,11/19/2011,,,,,Accra Metropolitan Assembly,2011-11-19,,
Accra Metropolitan Assembly,2011,GRAVELLING WORKS ON OPINTINSE LINK (0.50)-KOTOBABI,road fund,Oct-11,,,,,Accra Metropolitan Assembly,2011-10-01,,
Accra Metropolitan Assembly,2011,SEAL 31.32 KM OF SELECTED ROADS IN THE METROPOLIS THROUGH PERIODIC MAINTENANCE,igf,Jan-11,,,,,Accra Metropolitan Assembly,2011-01-01,,
Accra Metropolitan Assembly,2011,REPAIR 3.7KM ASPHALTIC OVERLAY OF SELECTED ROADS IN THE METROPOLIS,igf,Jan-11,,,,,Accra Metropolitan Assembly,2011-01-01,,
Accra Metropolitan Assembly,2011,COMPLETE ON-GOING DRAINAGE CONSTRUCTION,igf,Jan-11,,,,,Accra Metropolitan Assembly,2011-01-01,,
Accra Metropolitan Assembly,2011,CLEAN 188 82KM OF KERBS AND DRAINS CLEANED THROUGH ROUTINE MAINTENANCE,igf,Jan-11,,,,,Accra Metropolitan Assembly,2011-01-01,,
Accra Metropolitan Assembly,2011,REHABILITATION OF ABOSSEY OKAI ROADS PH II,igf,10/15/2011,,,,,Accra Metropolitan Assembly,2011-10-15,,
Accra Metropolitan Assembly,2011,REHABILITATION OF ABOSSEY OKAI ROAD PHI,igf,10/15/2011,,,,,Accra Metropolitan Assembly,2011-10-15,,
Accra Metropolitan Assembly,2011,"CONSTRUCTION OF 0.6M U DRAIN ON 2ND, 3RD AVENUE NII AWULEY LARTEY STREET ETC",road fund,Oct-11,,,,,Accra Metropolitan Assembly,2011-10-01,,
Accra Metropolitan Assembly,2011,CONSTRUCTION OF 0.6 M U DRAINS ALONG ZONGO JUNCTION LHS FAITH EVANGELICAL CHURCH,road fund,Oct-11,,,,,Accra Metropolitan Assembly,2011-10-01,,
Accra Metropolitan Assembly,2011,CONSTRUCTION OF 0.6 M U DRAINS ALONG 6TH BUSIA LANE,road fund,Oct-11,,,,,Accra Metropolitan Assembly,2011-10-01,,
Accra Metropolitan Assembly,2011,CONSTRUCTION OF 0.6M U DRAIN AT PENTECOST CHURCH PAWPAW STREET RHS,road fund,Oct-11,,,,,Accra Metropolitan Assembly,2011-10-01,,
Accra Metropolitan Assembly,2011,CONSTRUCTION OF 0.9M U DRAIN 2ND BUSIA LINK,road fund,Oct-11,,,,,Accra Metropolitan Assembly,2011-10-01,,
Accra Metropolitan Assembly,2011,CONSTRUCTION OF U AND 0.9 M U DRAIN ASAMEMTWI STREET,road fund,Oct-11,,,,,Accra Metropolitan Assembly,2011-10-01,,
Accra Metropolitan Assembly,2011,CONSTRUCTION OF 0.6M U LANE SAKAMAN,road fund,Oct-11,,,,,Accra Metropolitan Assembly,2011-10-01,,
Accra Metropolitan Assembly,2011,CONSTRUCTION OF 0.6M U DRAINS ON KWASHIE BEDZRO STREET,road fund,Oct-11,,,,,Accra Metropolitan Assembly,2011-10-01,,
Accra Metropolitan Assembly,2011,CONSTRUCTION OF 0.6M U DRAINS ON 2ND ORGLE LINK,road fund,Oct-11,,,,,Accra Metropolitan Assembly,2011-10-01,,
Accra Metropolitan Assembly,2011,CONSTRUCTION OF 0.6M U DRAINS ALONG ALAJO LINK 9TH RHS,road fund,Nov-10,,,,,Accra Metropolitan Assembly,2010-11-01,,
Accra Metropolitan Assembly,2011,CONSTRUCTION OF 0.6M U DRAIN ON 8TH ADOTEY OBOUR STREET,road fund,Oct-11,,,,,Accra Metropolitan Assembly,2011-10-01,,
Accra Metropolitan Assembly,2011,CONSTRUCTION OF 0.6M U DRAIN ON 8TH ADOTEY OBOUR STREET LHS,road fund,Oct-11,,,,,Accra Metropolitan Assembly,2011-10-01,,
Accra Metropolitan Assembly,2011,CONSTRUCTION OF 0.6M U DRAINS ALONG RHS 2ND AVENUE ABLEKUMA NORTH,road fund,Oct-11,,,,,Accra Metropolitan Assembly,2011-10-01,,
Accra Metropolitan Assembly,2011,CONSTRUCTION OF 0.6M U DRAINS ON 4TH STREET MEMPEASEM,road fund,Jan-11,,,,,Accra Metropolitan Assembly,2011-01-01,,
Accra Metropolitan Assembly,2011,CONSTRUCTION OF 0.6M U DRAINS ON OPLEN STREET,road fund,Jan-11,,,,,Accra Metropolitan Assembly,2011-01-01,,
Accra Metropolitan Assembly,2011,MINOR DRAINAGE REPAIRS WORKS IN OSU CLOTTEY SUB METRO,road fund,Jan-11,,,,,Accra Metropolitan Assembly,2011-01-01,,
Accra Metropolitan Assembly,2011,CONTRUCTION OF 0.6M U DRAINS ALONG YAIBOI LINK RHS,road fund,Jan-11,,,,,Accra Metropolitan Assembly,2011-01-01,,
Accra Metropolitan Assembly,2011,MINOR DRAINAGE REPAIRS WORK IN ABLEKUMA NORTH SUB METRO,road fund,Jan-11,,,,,Accra Metropolitan Assembly,2011-01-01,,
Accra Metropolitan Assembly,2011,CONSTRUCTION OF 0.6 MU DRAIN AT BLUE LAGOON-SAKAMAN,road fund,Jan-11,,,,,Accra Metropolitan Assembly,2011-01-01,,
Accra Metropolitan Assembly,2011,CONSTRUCTION OF 0.6M U DRAIN ON ASAFOSTE KOJO STREET,road fund,Jan-11,,,,,Accra Metropolitan Assembly,2011-01-01,,
Accra Metropolitan Assembly,2011,CONSTRUCTION OF 0.6M  U DRAIN AT AGLOGLOSHIE LHS,road fund,Jan-11,,,,,Accra Metropolitan Assembly,2011-01-01,,
Accra Metropolitan Assembly,2011,CONSTRUCTION OF 0.6 M U DRAIN ALONG GIMPA ROAD OKAIKOI-NORTH,road fund,Jan-11,,,,,Accra Metropolitan Assembly,2011-01-01,,
